games,states,queries,updates,metrics(loss),metrics(policy_accuracy),metrics(policy_loss),metrics(value_loss),param_updates,evaluation_games,wins_as_player_1,wins_as_player_2,collisions,elo,game_length,opening_value,selfplay_wins_for_player_1,selfplay_wins_for_player_2,selfplay_draws,1-ply openings,1-ply openings (sym),3-ply openings,3-ply openings (sym),5-ply openings,5-ply openings (sym),7-ply openings,7-ply openings (sym),1-ply sym ratio,3-ply sym ratio,5-ply sym ratio,7-ply sym ratio,unique_plies,translation_invariant_plies,unique_trajectories,move_31,move_39,move_41,move_49,group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,ring_0,ring_1,ring_2,ring_3,ring_4,opening_ring_0,opening_ring_1,opening_ring_2,opening_ring_3,opening_ring_4,entropy_at_10,entropy_at_20,entropy_at_30
810000,24568860,196550880,81000,,,,,0.002926679328083992,1000.0,405.0,296.0,102.0,2643.8263421670167,28.9066,0.29412214,7339.0,2620.0,41.0,55.0,15.0,280.0,209.0,491.0,468.0,762.0,756.0,0.2727272727272727,0.7464285714285714,0.9531568228105907,0.9921259842519685,55820.0,50974.0,6952.0,894.0,513.0,6390.0,135.0,3.0,4.0,6.0,3.0,8.0,3.0,31.0,44.0,5.0,12.0,192.0,439.0,957.0,7932.0,361.0,1025.71875,3186.25,6125.5625,9030.5,9520.0,0.75,3.4583333333333335,40.1875,1111.125,361.0,1.058166265487671,1.546555757522583,2.3991775512695312
820000,24857926,198863408,82000,,,,,0.0029591009952127934,1000.0,390.0,349.0,108.0,2865.330685008648,25.2157,0.34986837,7658.0,2321.0,21.0,44.0,15.0,273.0,204.0,530.0,497.0,863.0,856.0,0.3409090909090909,0.7472527472527473,0.9377358490566038,0.9918887601390498,46512.0,42077.0,5958.0,1068.0,634.0,6404.0,86.0,1.0,3.0,2.0,2.0,1.0,3.0,32.0,32.0,3.0,26.0,91.0,378.0,1065.0,8192.0,169.0,595.0,2715.2083333333335,5557.6875,8696.0,9461.0,0.28125,2.9166666666666665,30.9375,1157.125,169.0,0.9292951226234436,1.452094316482544,2.2279491424560547
830000,25110083,200880664,83000,,,,,0.002892149146646261,1000.0,352.0,344.0,122.0,2753.0854524410997,27.854,0.29910624,7430.0,2546.0,24.0,42.0,13.0,298.0,211.0,572.0,536.0,893.0,879.0,0.30952380952380953,0.7080536912751678,0.9370629370629371,0.9843225083986562,56440.0,51148.0,6781.0,1033.0,569.0,6884.0,88.0,1.0,2.0,4.0,3.0,0.0,0.0,33.0,74.0,6.0,14.0,113.0,269.0,644.0,8574.0,263.0,704.34375,2945.0416666666665,6476.6875,9006.625,9640.0,0.3125,4.708333333333333,24.75,1152.25,263.0,1.0840376615524292,1.5649776458740234,2.359792470932007
840000,25388623,203108984,84000,,,,,0.0030307413544505835,1000.0,385.0,352.0,143.0,2757.1033870387937,24.2085,0.31682293000000006,6896.0,3097.0,7.0,35.0,12.0,218.0,152.0,444.0,419.0,733.0,726.0,0.34285714285714286,0.6972477064220184,0.9436936936936937,0.990450204638472,44184.0,40359.0,5635.0,397.0,541.0,7619.0,116.0,0.0,0.0,4.0,3.0,2.0,0.0,9.0,21.0,4.0,14.0,102.0,259.0,691.0,8673.0,218.0,565.0,2264.7916666666665,5499.9375,9026.125,9442.0,0.28125,1.4166666666666667,23.4375,1170.5,218.0,0.9484506845474243,1.4333869218826294,2.207258939743042
850000,25630708,205045664,85000,,,,,0.002995941787958145,1000.0,388.0,308.0,85.0,2744.116961150726,27.1493,0.30947900000000006,7292.0,2699.0,9.0,44.0,15.0,244.0,176.0,506.0,475.0,847.0,836.0,0.3409090909090909,0.7213114754098361,0.9387351778656127,0.987012987012987,51385.0,46581.0,7341.0,862.0,832.0,6310.0,94.0,3.0,4.0,3.0,1.0,2.0,2.0,24.0,63.0,3.0,23.0,152.0,394.0,949.0,8098.0,279.0,653.3125,2923.1666666666665,6225.375,8948.25,9239.0,0.40625,3.8333333333333335,35.5625,1130.875,279.0,0.9297283291816711,1.4407942295074463,2.184887409210205
860000,25902201,207217608,86000,,,,,0.0027840849943459034,1000.0,395.0,353.0,107.0,2828.159541178481,29.9204,0.29485250999999996,7024.0,2952.0,24.0,35.0,12.0,217.0,164.0,454.0,429.0,711.0,701.0,0.34285714285714286,0.7557603686635944,0.9449339207048458,0.9859353023909986,56700.0,51512.0,7415.0,1000.0,779.0,6402.0,117.0,0.0,3.0,1.0,0.0,0.0,1.0,11.0,66.0,3.0,4.0,110.0,260.0,936.0,8298.0,307.0,1038.71875,3683.0833333333335,6037.75,8910.0,9687.0,0.125,3.375,23.375,1154.25,307.0,0.946661114692688,1.425471544265747,2.1916041374206543
870000,26201405,209611240,87000,,,,,0.0028714421205222607,1000.0,366.0,377.0,108.0,2832.6280220361805,24.1134,0.3189792,7622.0,2364.0,14.0,43.0,13.0,231.0,173.0,426.0,398.0,631.0,622.0,0.3023255813953488,0.7489177489177489,0.9342723004694836,0.9857369255150554,49188.0,44599.0,5789.0,522.0,765.0,7165.0,88.0,0.0,1.0,0.0,3.0,4.0,2.0,11.0,37.0,3.0,9.0,137.0,302.0,735.0,8540.0,216.0,631.8125,2487.0,5506.25,7928.75,9698.0,0.25,2.2083333333333335,28.0,1159.375,216.0,0.9834527373313904,1.518150806427002,2.3120758533477783
880000,26442539,211540312,88000,,,,,0.0029930472373962402,1000.0,424.0,292.0,80.0,2723.073131343594,30.7026,0.31302332,6850.0,3104.0,46.0,36.0,13.0,207.0,151.0,384.0,361.0,630.0,623.0,0.3611111111111111,0.7294685990338164,0.9401041666666666,0.9888888888888889,63648.0,57857.0,7866.0,411.0,490.0,7581.0,86.0,0.0,2.0,0.0,2.0,1.0,1.0,12.0,51.0,2.0,12.0,112.0,320.0,720.0,8568.0,197.0,961.28125,3751.1666666666665,6542.3125,8995.625,9595.0,0.15625,2.75,27.75,1161.0,197.0,0.9394078850746155,1.3850370645523071,2.1112570762634277
890000,26749565,213996520,89000,,,,,0.0028701641131192446,1000.0,412.0,312.0,128.0,2812.949322388915,28.0033,0.31329923,7333.0,2645.0,22.0,39.0,14.0,205.0,156.0,374.0,353.0,604.0,598.0,0.358974358974359,0.7609756097560976,0.9438502673796791,0.9900662251655629,50987.0,46424.0,6820.0,385.0,872.0,7426.0,58.0,2.0,2.0,0.0,2.0,3.0,1.0,13.0,36.0,3.0,23.0,108.0,271.0,589.0,8741.0,206.0,792.4375,2975.7916666666665,6215.75,9264.75,9686.0,0.28125,2.2083333333333335,25.125,1166.25,206.0,0.9724264740943909,1.4288268089294434,2.2105143070220947
900000,27029598,216236784,90000,,,,,0.002816240070387721,1000.0,372.0,333.0,127.0,2779.864077480821,25.8042,0.3272072200000001,7806.0,2184.0,10.0,35.0,13.0,167.0,123.0,317.0,297.0,491.0,485.0,0.37142857142857144,0.7365269461077845,0.9369085173501577,0.9877800407331976,46511.0,42711.0,5861.0,368.0,805.0,7582.0,80.0,0.0,2.0,2.0,2.0,3.0,0.0,19.0,11.0,1.0,11.0,67.0,234.0,695.0,8835.0,118.0,785.09375,2611.5833333333335,5644.0625,8840.25,9214.0,0.28125,1.2916666666666667,19.5,1191.25,118.0,0.8602603673934937,1.3502298593521118,2.1272051334381104
910000,27287640,218301120,91000,,,,,0.002880282700061798,1000.0,388.0,349.0,118.0,2847.3043635887143,25.8119,0.30125493999999997,7717.0,2259.0,24.0,35.0,11.0,194.0,136.0,337.0,312.0,554.0,545.0,0.3142857142857143,0.7010309278350515,0.9258160237388724,0.983754512635379,48925.0,44844.0,5691.0,303.0,947.0,7500.0,83.0,1.0,2.0,0.0,0.0,0.0,0.0,35.0,62.0,2.0,16.0,103.0,234.0,455.0,8833.0,257.0,785.90625,2643.0416666666665,5492.9375,9012.125,9553.0,0.09375,4.125,22.0625,1161.0,257.0,0.9042653441429138,1.3534504175186157,2.120121479034424
920000,27545759,220366072,92000,,,,,0.0028332837391644716,1000.0,408.0,346.0,195.0,2937.9032979550075,29.3046,0.35429459,7146.0,2838.0,16.0,34.0,12.0,189.0,141.0,333.0,309.0,550.0,542.0,0.35294117647058826,0.746031746031746,0.9279279279279279,0.9854545454545455,54800.0,49974.0,6841.0,320.0,289.0,8323.0,62.0,0.0,0.0,2.0,1.0,2.0,0.0,22.0,18.0,7.0,11.0,49.0,205.0,475.0,8994.0,214.0,859.3125,3327.9583333333335,6395.6875,9204.875,9707.0,0.15625,1.9583333333333333,16.5625,1183.625,214.0,0.877387285232544,1.3108210563659668,2.026641368865967
930000,27838805,222710440,93000,,,,,0.002799268811941147,1000.0,389.0,303.0,91.0,2810.9500966744004,30.785,0.3899951,7464.0,2508.0,28.0,42.0,14.0,189.0,142.0,342.0,322.0,567.0,559.0,0.3333333333333333,0.7513227513227513,0.9415204678362573,0.9858906525573192,62339.0,56960.0,7767.0,357.0,299.0,8568.0,54.0,1.0,1.0,2.0,4.0,3.0,0.0,11.0,43.0,4.0,5.0,53.0,167.0,308.0,9278.0,120.0,1022.4375,3554.3333333333335,6769.5625,8968.75,9765.0,0.34375,2.4166666666666665,14.0625,1198.25,120.0,0.984967827796936,1.426640510559082,2.1797425746917725
940000,28146655,225173240,94000,,,,,0.0029694302938878536,1000.0,384.0,346.0,151.0,2837.041154526951,28.8871,0.3506469,7441.0,2529.0,30.0,49.0,14.0,179.0,132.0,323.0,305.0,535.0,531.0,0.2857142857142857,0.7374301675977654,0.9442724458204335,0.9925233644859813,55804.0,50920.0,7134.0,414.0,699.0,7923.0,63.0,3.0,3.0,4.0,3.0,3.0,0.0,21.0,15.0,2.0,9.0,64.0,154.0,404.0,9099.0,216.0,902.125,3276.5,6177.5,9106.375,9676.0,0.5,1.5833333333333333,14.1875,1187.875,216.0,0.9288763403892517,1.3921736478805542,2.1720809936523438
950000,28435526,227484208,95000,,,,,0.0028119932394474745,1000.0,389.0,294.0,110.0,2855.883245473831,28.0041,0.36179362,7849.0,2133.0,18.0,33.0,11.0,157.0,120.0,289.0,271.0,452.0,448.0,0.3333333333333333,0.7643312101910829,0.9377162629757786,0.9911504424778761,47844.0,43909.0,6276.0,381.0,392.0,8192.0,77.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,36.0,1.0,5.0,72.0,214.0,454.0,9042.0,162.0,750.65625,3044.0833333333335,6382.8125,8874.75,9839.0,0.0625,2.0416666666666665,18.1875,1187.0,162.0,0.9330897927284241,1.3662669658660889,2.109528064727783
960000,28715567,229724536,96000,,,,,0.00288770510815084,1000.0,370.0,363.0,218.0,2878.402608414819,24.2045,0.36728105000000005,8658.0,1329.0,13.0,37.0,13.0,131.0,103.0,272.0,265.0,466.0,463.0,0.35135135135135137,0.7862595419847328,0.9742647058823529,0.9935622317596566,42521.0,38771.0,4949.0,274.0,274.0,8544.0,61.0,0.0,1.0,1.0,2.0,1.0,0.0,13.0,18.0,1.0,2.0,53.0,159.0,438.0,9153.0,158.0,772.125,2560.5833333333335,4977.0,8301.375,9840.0,0.15625,1.3333333333333333,13.375,1198.875,158.0,0.9001539945602417,1.2875587940216064,2.090939998626709
970000,28957612,231660896,97000,,,,,0.0029588271863758564,1000.0,389.0,347.0,223.0,2890.039964638991,28.1464,0.37585092,7863.0,2124.0,13.0,42.0,14.0,157.0,120.0,347.0,331.0,651.0,644.0,0.3333333333333333,0.7643312101910829,0.9538904899135446,0.989247311827957,56627.0,51444.0,7429.0,260.0,232.0,8673.0,65.0,1.0,2.0,0.0,2.0,3.0,1.0,19.0,38.0,3.0,8.0,71.0,139.0,329.0,9230.0,154.0,849.96875,3197.0416666666665,6151.8125,8652.625,9886.0,0.25,2.5416666666666665,13.625,1194.875,154.0,0.8784734606742859,1.2644349336624146,2.035125732421875
980000,29239076,233912608,98000,,,,,0.0030329821165651083,1000.0,413.0,315.0,166.0,2956.6302940201826,30.9148,0.38771512999999996,7007.0,2966.0,27.0,35.0,13.0,169.0,123.0,318.0,304.0,589.0,585.0,0.37142857142857144,0.727810650887574,0.9559748427672956,0.9932088285229203,63346.0,57441.0,7936.0,333.0,369.0,8460.0,71.0,2.0,2.0,0.0,3.0,1.0,0.0,8.0,27.0,1.0,2.0,49.0,179.0,339.0,9233.0,154.0,1046.25,3619.0416666666665,6799.4375,8826.5,9408.0,0.25,1.5,14.375,1196.5,154.0,0.9745839834213257,1.396498680114746,2.181157112121582
990000,29548224,236385792,99000,,,,,0.002825457602739334,1000.0,382.0,362.0,255.0,2955.2945643020917,26.769,0.38731016,7822.0,2160.0,18.0,49.0,14.0,186.0,135.0,330.0,306.0,561.0,550.0,0.2857142857142857,0.7258064516129032,0.9272727272727272,0.9803921568627451,52353.0,47614.0,6856.0,291.0,262.0,8611.0,78.0,2.0,7.0,0.0,7.0,5.0,1.0,6.0,32.0,3.0,9.0,67.0,203.0,284.0,9242.0,132.0,702.40625,2909.1666666666665,6087.625,8619.375,9036.0,0.65625,1.75,17.4375,1190.75,132.0,0.934135913848877,1.4268460273742676,2.2136454582214355
1000000,29815914,238527312,100000,,,,,0.0028088949620723724,1000.0,357.0,325.0,210.0,2839.029949007274,22.856,0.35296268000000003,8745.0,1242.0,13.0,45.0,14.0,169.0,132.0,327.0,307.0,544.0,535.0,0.3111111111111111,0.7810650887573964,0.9388379204892966,0.9834558823529411,39707.0,36301.0,4957.0,255.0,464.0,8522.0,64.0,1.0,2.0,5.0,5.0,2.0,0.0,14.0,24.0,3.0,5.0,77.0,138.0,269.0,9305.0,150.0,485.0,2097.7083333333335,5338.5,8460.0,9599.0,0.46875,1.7083333333333333,13.75,1196.75,150.0,1.05185067653656,1.4534772634506226,2.2496516704559326
1010000,30044474,240355792,101000,,,,,0.0028350111097097397,1000.0,370.0,370.0,295.0,2942.2235623439237,25.9375,0.40695816999999995,8162.0,1817.0,21.0,39.0,14.0,135.0,104.0,254.0,238.0,383.0,378.0,0.358974358974359,0.7703703703703704,0.937007874015748,0.9869451697127938,50497.0,46384.0,5949.0,241.0,188.0,9085.0,43.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,13.0,4.0,5.0,26.0,62.0,203.0,9557.0,118.0,806.6875,2643.8333333333335,5718.8125,8586.375,9917.0,0.28125,0.8333333333333334,5.8125,1220.0,118.0,0.8501284122467041,1.224471092224121,2.026620388031006
1020000,30303849,242430792,102000,,,,,0.002813088009133935,1000.0,371.0,347.0,221.0,2926.778673175124,27.1456,0.36284717,8243.0,1732.0,25.0,32.0,11.0,128.0,94.0,250.0,239.0,408.0,402.0,0.34375,0.734375,0.956,0.9852941176470589,46516.0,42648.0,6244.0,210.0,245.0,8911.0,32.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,12.0,1.0,6.0,72.0,117.0,263.0,9398.0,117.0,736.8125,3047.9583333333335,5962.6875,8736.625,9431.0,0.09375,1.0,12.1875,1207.625,117.0,0.9101262092590332,1.3253602981567383,2.0489015579223633
1030000,30575305,244602440,103000,,,,,0.0028279961552470922,1000.0,389.0,362.0,228.0,3003.3140245016057,32.1378,0.40938339,6787.0,3162.0,51.0,29.0,9.0,95.0,73.0,172.0,165.0,298.0,293.0,0.3103448275862069,0.7684210526315789,0.9593023255813954,0.9832214765100671,58824.0,54832.0,7185.0,131.0,222.0,9249.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,24.0,69.0,181.0,9628.0,80.0,1291.5625,3952.8333333333335,6591.25,8731.5,9868.0,0.03125,0.625,5.9375,1226.125,80.0,0.836928129196167,1.2335399389266968,1.9280455112457275
1040000,30896683,247173464,104000,,,,,0.0027603062335401773,1000.0,403.0,341.0,294.0,2975.918523163061,25.1869,0.39977819000000003,7951.0,2027.0,22.0,36.0,12.0,140.0,110.0,235.0,223.0,387.0,385.0,0.3333333333333333,0.7857142857142857,0.948936170212766,0.9948320413436692,41945.0,38735.0,4947.0,186.0,171.0,9138.0,54.0,1.0,2.0,1.0,2.0,3.0,0.0,11.0,8.0,0.0,0.0,39.0,90.0,197.0,9549.0,97.0,808.71875,2626.0416666666665,5481.4375,8268.125,9117.0,0.28125,0.7916666666666666,8.0625,1218.25,97.0,0.9211770296096802,1.269480586051941,2.076554775238037
1050000,31148552,249188416,105000,,,,,0.0028260615654289722,,,,,,30.8222,0.45829996,7758.0,2194.0,48.0,31.0,14.0,144.0,110.0,257.0,237.0,412.0,404.0,0.45161290322580644,0.7638888888888888,0.9221789883268483,0.9805825242718447,56706.0,51911.0,7519.0,287.0,216.0,8906.0,40.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,29.0,140.0,274.0,9449.0,93.0,1054.59375,3669.4583333333335,6667.25,8744.625,9775.0,0.21875,0.20833333333333334,10.75,1215.375,93.0,0.8829239010810852,1.2408727407455444,2.022277355194092
1060000,31456774,251654192,106000,,,,,0.002913110889494419,,,,,,32.3524,0.4642469,6974.0,2992.0,34.0,30.0,13.0,115.0,90.0,209.0,198.0,370.0,366.0,0.43333333333333335,0.782608695652174,0.9473684210526315,0.9891891891891892,62000.0,57195.0,7800.0,170.0,206.0,9244.0,28.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,0.0,3.0,26.0,63.0,158.0,9648.0,84.0,1188.9375,3835.375,6958.875,9048.375,9700.0,0.1875,0.5,5.75,1225.75,84.0,0.9007933735847473,1.2297935485839844,2.0034308433532715
1070000,31780298,254242384,107000,,,,,0.002728191204369068,,,,,,30.5959,0.44051765,6904.0,3059.0,37.0,33.0,12.0,99.0,80.0,183.0,168.0,294.0,291.0,0.36363636363636365,0.8080808080808081,0.9180327868852459,0.9897959183673469,48773.0,45335.0,5771.0,219.0,187.0,9221.0,30.0,2.0,4.0,0.0,4.0,1.0,0.0,2.0,7.0,0.0,1.0,26.0,62.0,151.0,9657.0,83.0,1050.96875,3251.7083333333335,6989.5625,9084.5,9778.0,0.34375,0.375,5.5625,1226.0,83.0,0.9393759965896606,1.356356143951416,2.15974760055542
1080000,32086257,256690056,108000,,,,,0.0028921477496623993,,,,,,31.32,0.4133549800000001,7131.0,2838.0,31.0,46.0,14.0,134.0,105.0,290.0,267.0,461.0,454.0,0.30434782608695654,0.7835820895522388,0.9206896551724137,0.9848156182212582,54807.0,50838.0,6500.0,137.0,250.0,9003.0,34.0,4.0,2.0,5.0,2.0,0.0,1.0,15.0,8.0,5.0,6.0,40.0,138.0,250.0,9424.0,100.0,1130.1875,3511.2916666666665,7046.5,8869.125,9066.0,0.40625,1.2083333333333333,11.5,1209.25,100.0,0.9359633326530457,1.185754418373108,1.887269377708435
1090000,32399457,259195656,109000,,,,,0.00270466017536819,,,,,,32.2693,0.43722511000000003,5986.0,3975.0,39.0,28.0,11.0,112.0,84.0,224.0,208.0,359.0,353.0,0.39285714285714285,0.75,0.9285714285714286,0.9832869080779945,57976.0,53747.0,6786.0,108.0,206.0,9297.0,31.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,11.0,0.0,5.0,23.0,67.0,149.0,9642.0,92.0,1208.71875,3691.2083333333335,7007.375,9189.125,9794.0,0.15625,0.7083333333333334,5.9375,1223.875,92.0,0.863797664642334,1.2205382585525513,1.970579981803894
1100000,32722150,261777200,110000,,,,,0.0026682433672249317,,,,,,31.3349,0.38641414,6872.0,3093.0,35.0,28.0,12.0,112.0,87.0,230.0,217.0,362.0,358.0,0.42857142857142855,0.7767857142857143,0.9434782608695652,0.988950276243094,54582.0,50447.0,6799.0,126.0,200.0,9332.0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,24.0,56.0,118.0,9683.0,105.0,1063.125,3465.2083333333335,7029.625,9266.375,9559.0,0.125,0.375,5.0625,1225.125,105.0,0.8804986476898193,1.2378605604171753,1.9564677476882935
1110000,33035499,264283992,111000,,,,,0.002796294167637825,,,,,,33.2136,0.40906148999999997,4930.0,5040.0,30.0,34.0,11.0,103.0,77.0,196.0,183.0,303.0,297.0,0.3235294117647059,0.7475728155339806,0.9336734693877551,0.9801980198019802,47228.0,44001.0,6071.0,162.0,279.0,9123.0,38.0,0.0,4.0,3.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,21.0,54.0,196.0,9602.0,106.0,1182.28125,3882.375,7163.625,9575.875,9901.0,0.34375,0.3333333333333333,4.8125,1224.75,106.0,0.8508608341217041,1.1857936382293701,1.9002176523208618
1120000,33367635,266941080,112000,,,,,0.0027115787379443645,,,,,,39.6711,0.46953252,5340.0,4585.0,75.0,25.0,11.0,99.0,72.0,196.0,187.0,291.0,290.0,0.44,0.7272727272727273,0.9540816326530612,0.9965635738831615,67861.0,63360.0,8474.0,169.0,162.0,9389.0,26.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0,3.0,15.0,41.0,127.0,9746.0,54.0,1956.8125,5013.666666666667,7969.9375,9540.625,9921.0,0.21875,0.2916666666666667,3.6875,1234.125,54.0,0.801846981048584,1.1036324501037598,1.7346163988113403
1130000,33764346,270114768,113000,,,,,0.0030113018583506346,,,,,,31.0759,0.4576862,6775.0,3171.0,54.0,20.0,7.0,82.0,55.0,183.0,165.0,275.0,271.0,0.35,0.6707317073170732,0.9016393442622951,0.9854545454545455,59677.0,54975.0,6384.0,131.0,150.0,9498.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,54.0,90.0,9796.0,45.0,1203.0,3433.2916666666665,6593.3125,9302.0,9955.0,0.03125,0.125,4.0625,1235.75,45.0,0.7985273599624634,1.0787233114242554,1.7799572944641113
1140000,34075105,272600840,114000,,,,,0.0028988400008529425,,,,,,27.2774,0.43107764000000004,7780.0,2186.0,34.0,23.0,8.0,70.0,52.0,175.0,163.0,319.0,311.0,0.34782608695652173,0.7428571428571429,0.9314285714285714,0.9749216300940439,54324.0,50018.0,5617.0,100.0,128.0,9531.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,32.0,136.0,9775.0,42.0,1023.46875,2966.75,5906.6875,8050.5,9910.0,0.0625,0.125,2.625,1238.875,42.0,0.8731226325035095,1.238975167274475,1.9313771724700928
1150000,34347879,274783032,115000,,,,,0.002823262009769678,,,,,,33.442,0.42678558999999994,7496.0,2444.0,60.0,21.0,9.0,80.0,59.0,183.0,164.0,319.0,315.0,0.42857142857142855,0.7375,0.8961748633879781,0.987460815047022,61152.0,56923.0,6519.0,110.0,120.0,9565.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,11.0,41.0,79.0,9808.0,52.0,1279.5,4002.9583333333335,7021.4375,9391.875,9927.0,0.0625,0.20833333333333334,3.375,1235.875,52.0,0.8383340239524841,1.2056430578231812,1.92116379737854
1160000,34682299,277458392,116000,,,,,0.0027504407335072756,,,,,,34.6946,0.47894264999999997,5760.0,4138.0,102.0,20.0,9.0,74.0,55.0,164.0,149.0,272.0,267.0,0.45,0.7432432432432432,0.9085365853658537,0.9816176470588235,69719.0,64607.0,7820.0,74.0,116.0,9656.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,18.0,78.0,9859.0,31.0,1529.3125,4303.625,7023.4375,9083.5,9678.0,0.0625,0.125,1.6875,1242.125,31.0,0.8804945349693298,1.2205873727798462,1.8779040575027466
1170000,35029245,280233960,117000,,,,,0.0028129778802394867,,,,,,31.7112,0.43548441000000004,7949.0,2026.0,25.0,18.0,7.0,81.0,59.0,151.0,141.0,229.0,225.0,0.3888888888888889,0.7283950617283951,0.9337748344370861,0.982532751091703,46890.0,43730.0,6689.0,55.0,80.0,9645.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,29.0,107.0,9799.0,56.0,1070.3125,3866.2916666666665,6824.25,8894.375,9728.0,0.0,0.16666666666666666,2.125,1238.25,56.0,0.7686128616333008,1.1200858354568481,1.795505166053772
1180000,35346357,282770856,118000,,,,,0.0027778674848377705,,,,,,31.6419,0.45582643,6883.0,3085.0,32.0,27.0,12.0,104.0,75.0,217.0,200.0,329.0,324.0,0.4444444444444444,0.7211538461538461,0.9216589861751152,0.9848024316109423,55971.0,52030.0,7239.0,90.0,142.0,9512.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,17.0,28.0,133.0,9764.0,45.0,1051.59375,3754.125,6978.6875,8936.0,9522.0,0.09375,0.375,2.875,1237.125,45.0,0.9081958532333374,1.2075906991958618,1.9462451934814453
1190000,35662776,285302208,119000,,,,,0.002727754646912217,,,,,,32.4098,0.44439033,6673.0,3280.0,47.0,15.0,6.0,58.0,43.0,126.0,116.0,188.0,182.0,0.4,0.7413793103448276,0.9206349206349206,0.9680851063829787,53657.0,50121.0,6325.0,32.0,77.0,9797.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,52.0,9916.0,16.0,1293.15625,3821.0,6948.8125,8736.0,9944.0,0.0625,0.0,0.875,1246.0,16.0,0.8157216310501099,1.1003823280334473,1.7852942943572998
1200000,35986874,287894992,120000,,,,,0.0028399231377989054,,,,,,33.3853,0.51576686,5467.0,4497.0,36.0,13.0,6.0,65.0,47.0,119.0,107.0,220.0,216.0,0.46153846153846156,0.7230769230769231,0.8991596638655462,0.9818181818181818,67601.0,62602.0,7780.0,54.0,105.0,9756.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,55.0,9922.0,14.0,1345.09375,4078.9583333333335,6994.0625,8974.625,9213.0,0.0,0.041666666666666664,0.5,1247.125,14.0,0.8445034027099609,1.127388834953308,1.82219660282135
1210000,36320727,290565816,121000,,,,,0.002798158675432205,,,,,,32.73,0.46049196999999986,5745.0,4212.0,43.0,12.0,4.0,60.0,47.0,142.0,135.0,239.0,239.0,0.3333333333333333,0.7833333333333333,0.9507042253521126,1.0,62589.0,57887.0,7142.0,37.0,84.0,9759.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,9886.0,22.0,1111.53125,3939.6666666666665,7398.375,8790.5,8481.0,0.0,0.0,1.25,1244.75,22.0,1.0269380807876587,1.3197112083435059,2.0056495666503906
1220000,36648027,293184216,122000,,,,,0.0029218564741313457,,,,,,34.1242,0.45276131999999997,5538.0,4392.0,70.0,12.0,5.0,54.0,40.0,97.0,91.0,191.0,190.0,0.4166666666666667,0.7407407407407407,0.9381443298969072,0.9947643979057592,70580.0,65283.0,7255.0,22.0,58.0,9836.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,39.0,9922.0,26.0,1331.4375,4325.791666666667,7198.75,8858.25,8771.0,0.0,0.0,0.8125,1245.125,26.0,0.8412567973136902,1.130383849143982,1.8181352615356445
1230000,36989269,295914152,123000,,,,,0.0027898538392037153,,,,,,33.3969,0.50392465,7360.0,2601.0,39.0,14.0,6.0,65.0,52.0,115.0,109.0,258.0,255.0,0.42857142857142855,0.8,0.9478260869565217,0.9883720930232558,61921.0,56995.0,7194.0,68.0,56.0,9790.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,55.0,9923.0,15.0,1113.1875,3957.625,7630.4375,8949.875,9678.0,0.0,0.041666666666666664,0.375,1247.25,15.0,0.8400401473045349,1.0422965288162231,1.7628833055496216
