games,states,queries,updates,metrics(loss),metrics(policy_accuracy),metrics(policy_loss),metrics(value_loss),param_updates,evaluation_games,wins_as_player_1,wins_as_player_2,collisions,elo,game_length,opening_value,selfplay_wins_for_player_1,selfplay_wins_for_player_2,selfplay_draws,1-ply openings,1-ply openings (sym),3-ply openings,3-ply openings (sym),5-ply openings,5-ply openings (sym),7-ply openings,7-ply openings (sym),1-ply sym ratio,3-ply sym ratio,5-ply sym ratio,7-ply sym ratio,unique_plies,translation_invariant_plies,unique_trajectories,move_31,move_39,move_41,move_49,group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,ring_0,ring_1,ring_2,ring_3,ring_4,opening_ring_0,opening_ring_1,opening_ring_2,opening_ring_3,opening_ring_4,entropy_at_10,entropy_at_20,entropy_at_30
390000,11911623,95292984,39000,,,,,0.003470005700364709,1000.0,353.0,267.0,13.0,2089.7785946933277,26.7632,0.12694986000000003,6351.0,3640.0,9.0,80.0,15.0,1212.0,992.0,2174.0,2133.0,3031.0,3021.0,0.1875,0.8184818481848185,0.9811407543698252,0.9967007588254702,67144.0,61365.0,8785.0,290.0,189.0,3636.0,246.0,14.0,86.0,96.0,82.0,56.0,55.0,202.0,532.0,95.0,173.0,745.0,479.0,2293.0,4361.0,731.0,676.9375,2917.8333333333335,6046.0,8752.5,9186.0,10.4375,36.833333333333336,87.3125,831.75,731.0,1.791433572769165,2.398470163345337,3.153717041015625
400000,12179255,97434040,40000,,,,,0.003526523010805249,1000.0,398.0,331.0,11.0,2252.60644239757,28.0609,0.15088747,6436.0,3555.0,9.0,80.0,15.0,935.0,735.0,1777.0,1715.0,2536.0,2519.0,0.1875,0.786096256684492,0.9651097355092854,0.9932965299684543,69250.0,63195.0,9156.0,248.0,231.0,3768.0,304.0,30.0,65.0,134.0,81.0,44.0,46.0,195.0,408.0,40.0,119.0,651.0,631.0,2245.0,4551.0,760.0,767.125,3078.5416666666665,6328.0625,8930.625,9482.0,11.0625,28.708333333333332,87.5625,849.5,760.0,1.481797695159912,2.1451191902160645,2.8767175674438477
410000,12459864,99678912,41000,,,,,0.0033690943382680416,1000.0,401.0,349.0,6.0,2292.7144687061073,30.2737,0.13633242000000004,5879.0,4109.0,12.0,80.0,15.0,724.0,563.0,1460.0,1404.0,2126.0,2112.0,0.1875,0.7776243093922652,0.9616438356164384,0.993414863593603,74612.0,68358.0,9281.0,225.0,193.0,4333.0,311.0,27.0,49.0,81.0,44.0,29.0,39.0,172.0,360.0,39.0,151.0,717.0,546.0,2071.0,5062.0,613.0,933.75,3458.875,6826.0,8997.75,8646.0,7.1875,25.416666666666668,88.375,891.625,613.0,1.4545589685440063,2.1536900997161865,2.9178826808929443
420000,12762601,102100808,42000,,,,,0.0033770191948860884,1000.0,417.0,337.0,21.0,2300.4371126402602,27.5269,0.16893519,6463.0,3529.0,8.0,80.0,15.0,1076.0,827.0,2042.0,1969.0,2844.0,2819.0,0.1875,0.7685873605947955,0.9642507345739472,0.9912095639943741,68690.0,62394.0,9184.0,286.0,204.0,3827.0,297.0,21.0,68.0,107.0,59.0,34.0,36.0,192.0,481.0,63.0,130.0,732.0,671.0,2135.0,4614.0,657.0,756.84375,3033.5416666666665,6129.4375,8834.0,9502.0,9.03125,32.166666666666664,95.8125,843.625,657.0,1.573099970817566,2.234229326248169,2.961045980453491
430000,13037870,104302960,43000,,,,,0.0034419686999171972,1000.0,343.0,322.0,9.0,2279.904869980864,27.1001,0.19321428999999998,6327.0,3663.0,10.0,80.0,15.0,848.0,658.0,1624.0,1562.0,2236.0,2224.0,0.1875,0.7759433962264151,0.9618226600985221,0.9946332737030411,66013.0,60080.0,9094.0,260.0,181.0,4261.0,271.0,36.0,54.0,63.0,39.0,22.0,20.0,140.0,435.0,47.0,116.0,596.0,557.0,2411.0,4973.0,491.0,710.8125,3017.7916666666665,6156.75,8487.375,9421.0,6.6875,26.75,79.3125,923.0,491.0,1.7108930349349976,2.4167423248291016,3.1347436904907227
440000,13308871,106470968,44000,,,,,0.003388641169294715,1000.0,373.0,294.0,18.0,2266.794516875898,27.0959,0.14233339999999997,6460.0,3533.0,7.0,79.0,15.0,883.0,702.0,1645.0,1610.0,2380.0,2374.0,0.189873417721519,0.7950169875424689,0.9787234042553191,0.9974789915966387,69620.0,63506.0,8252.0,250.0,182.0,4386.0,300.0,33.0,54.0,90.0,44.0,42.0,26.0,172.0,400.0,63.0,157.0,642.0,578.0,1914.0,5118.0,667.0,769.4375,2915.1666666666665,6148.375,8542.5,9659.0,8.21875,27.541666666666668,86.0625,879.0,667.0,1.6778039932250977,2.2380764484405518,2.9418084621429443
450000,13579830,108638640,45000,,,,,0.003291553119197488,1000.0,352.0,303.0,17.0,2200.7098624078253,29.6656,0.16223161,6049.0,3938.0,13.0,80.0,15.0,927.0,735.0,1602.0,1553.0,2216.0,2203.0,0.1875,0.7928802588996764,0.9694132334581773,0.9941335740072202,76518.0,70038.0,9054.0,337.0,128.0,4130.0,337.0,52.0,68.0,133.0,58.0,42.0,25.0,154.0,415.0,60.0,129.0,493.0,636.0,2105.0,4932.0,698.0,983.6875,3388.875,6471.5625,8856.625,9447.0,11.03125,27.25,78.625,879.625,698.0,1.6268314123153687,2.302048683166504,3.067517042160034
460000,13876486,111011888,46000,,,,,0.003472213400527835,1000.0,409.0,356.0,35.0,2332.0544446000076,31.259,0.20064063999999998,6533.0,3458.0,9.0,80.0,15.0,700.0,554.0,1344.0,1309.0,2068.0,2061.0,0.1875,0.7914285714285715,0.9739583333333334,0.996615087040619,76425.0,69847.0,9384.0,236.0,190.0,4315.0,271.0,19.0,39.0,76.0,54.0,42.0,25.0,172.0,344.0,56.0,107.0,515.0,586.0,2302.0,5012.0,651.0,1066.03125,3620.7916666666665,6925.875,8942.875,9221.0,7.1875,24.875,75.5,914.25,651.0,1.4160711765289307,2.0264410972595215,2.8211352825164795
470000,14189076,113512608,47000,,,,,0.0033966759219765663,1000.0,373.0,312.0,37.0,2337.1428057025996,31.8332,0.20806274000000002,6277.0,3708.0,15.0,79.0,15.0,751.0,591.0,1454.0,1395.0,2088.0,2075.0,0.189873417721519,0.7869507323568575,0.9594222833562586,0.9937739463601533,74356.0,67951.0,9124.0,342.0,247.0,4919.0,269.0,19.0,49.0,67.0,41.0,27.0,23.0,140.0,308.0,34.0,89.0,454.0,475.0,1836.0,5777.0,661.0,1045.4375,3813.6666666666665,6991.5,9014.75,9368.0,6.34375,21.041666666666668,63.625,951.625,661.0,1.5112090110778809,2.1845059394836426,2.9003124237060547
480000,14507408,116059264,48000,,,,,0.0032234494574368,1000.0,363.0,294.0,32.0,2308.450805223754,29.8981,0.20468257,6727.0,3257.0,16.0,79.0,15.0,872.0,711.0,1611.0,1575.0,2330.0,2321.0,0.189873417721519,0.8153669724770642,0.9776536312849162,0.996137339055794,75714.0,68744.0,9198.0,319.0,203.0,5040.0,249.0,20.0,30.0,54.0,40.0,13.0,17.0,134.0,247.0,42.0,87.0,449.0,474.0,1913.0,5811.0,669.0,1009.125,3350.1666666666665,6599.8125,8905.5,9444.0,4.90625,18.333333333333332,63.125,965.5,669.0,1.5013788938522339,2.1949806213378906,2.990846633911133
490000,14806389,118451112,49000,,,,,0.003191949101164937,1000.0,345.0,292.0,24.0,2299.2586287378613,29.0794,0.15307633999999998,6283.0,3712.0,5.0,81.0,15.0,862.0,686.0,1709.0,1661.0,2471.0,2460.0,0.18518518518518517,0.7958236658932715,0.9719133996489175,0.9955483609874545,74957.0,68270.0,8925.0,279.0,220.0,4228.0,150.0,18.0,59.0,76.0,78.0,27.0,46.0,213.0,407.0,63.0,150.0,561.0,557.0,2257.0,4877.0,611.0,922.65625,3312.1666666666665,6337.4375,8869.125,9425.0,8.0625,30.375,79.25,891.75,611.0,1.5451642274856567,2.219130039215088,2.9533958435058594
500000,15097183,120777464,50000,,,,,0.0033012123312801123,1000.0,345.0,314.0,16.0,2301.140192049166,29.7902,0.17039919,6132.0,3854.0,14.0,80.0,15.0,833.0,642.0,1581.0,1529.0,2272.0,2253.0,0.1875,0.7707082833133253,0.9671094244149273,0.991637323943662,72322.0,65837.0,9273.0,304.0,219.0,4150.0,294.0,41.0,86.0,93.0,59.0,36.0,32.0,107.0,381.0,77.0,98.0,470.0,718.0,2047.0,4967.0,788.0,862.90625,3422.0833333333335,6681.4375,8995.125,9295.0,9.84375,24.875,80.375,876.75,788.0,1.4820754528045654,2.163810968399048,2.9331657886505127
510000,15395085,123160680,51000,,,,,0.003268870059400797,1000.0,399.0,316.0,43.0,2344.5355288033056,28.999,0.13452630999999998,5856.0,4136.0,8.0,78.0,15.0,657.0,510.0,1219.0,1177.0,1786.0,1773.0,0.19230769230769232,0.776255707762557,0.9655455291222313,0.9927211646136618,66565.0,60756.0,8913.0,302.0,228.0,4160.0,322.0,16.0,42.0,71.0,41.0,28.0,21.0,147.0,348.0,29.0,86.0,397.0,724.0,2106.0,5012.0,932.0,746.875,3235.0416666666665,6713.0,8988.625,9132.0,6.1875,22.708333333333332,75.4375,889.75,932.0,1.3112468719482422,1.9905441999435425,2.8392248153686523
520000,15685075,125480600,52000,,,,,0.003243233310058713,1000.0,407.0,334.0,32.0,2421.5170075454553,29.9125,0.22737658000000002,5994.0,3991.0,15.0,77.0,15.0,707.0,535.0,1365.0,1316.0,1887.0,1872.0,0.19480519480519481,0.7567185289957568,0.9641025641025641,0.9920508744038156,68935.0,62641.0,8762.0,425.0,226.0,4831.0,320.0,11.0,30.0,67.0,38.0,28.0,16.0,111.0,271.0,32.0,80.0,447.0,526.0,1894.0,5802.0,647.0,912.03125,3325.0416666666665,6811.0625,8995.875,9195.0,5.4375,17.916666666666668,65.8125,962.0,647.0,1.1678611040115356,1.919157862663269,2.6760685443878174
530000,15984200,127873600,53000,,,,,0.0031495445873588324,1000.0,364.0,312.0,38.0,2378.7462776570765,29.6579,0.2156464,5496.0,4495.0,9.0,79.0,15.0,603.0,468.0,1080.0,1047.0,1533.0,1524.0,0.189873417721519,0.7761194029850746,0.9694444444444444,0.9941291585127201,69362.0,63437.0,8494.0,218.0,236.0,5293.0,225.0,12.0,39.0,61.0,44.0,29.0,26.0,71.0,284.0,42.0,64.0,412.0,469.0,1889.0,5972.0,586.0,925.84375,3164.9583333333335,6830.1875,9081.125,9061.0,5.78125,17.625,59.0625,982.625,586.0,1.3271640539169312,2.0113344192504883,2.7973430156707764
540000,16280779,130246232,54000,,,,,0.0030939392745494843,1000.0,371.0,349.0,67.0,2421.120623807794,31.1576,0.19325023,5862.0,4122.0,16.0,81.0,15.0,556.0,451.0,1031.0,1007.0,1523.0,1515.0,0.18518518518518517,0.8111510791366906,0.976721629485936,0.9947472094550229,71408.0,65356.0,9135.0,309.0,242.0,5103.0,264.0,25.0,30.0,57.0,72.0,20.0,22.0,116.0,290.0,36.0,115.0,482.0,531.0,1925.0,5918.0,361.0,974.46875,3600.9583333333335,6972.75,9184.75,8928.0,6.375,19.333333333333332,70.5,980.375,361.0,1.3075520992279053,1.968192219734192,2.8152856826782227
550000,16592355,132738840,55000,,,,,0.0030653350986540318,1000.0,373.0,282.0,34.0,2318.272076200779,30.6392,0.16602777000000002,5959.0,4018.0,23.0,77.0,15.0,537.0,423.0,1004.0,976.0,1548.0,1541.0,0.19480519480519481,0.7877094972067039,0.9721115537848606,0.9954780361757106,80222.0,73164.0,9235.0,362.0,252.0,4907.0,261.0,16.0,23.0,44.0,28.0,23.0,19.0,81.0,274.0,35.0,72.0,385.0,595.0,2032.0,5782.0,591.0,1153.40625,3402.375,6615.0,9132.25,8928.0,4.1875,17.041666666666668,65.75,976.75,591.0,1.5334389209747314,2.2114665508270264,2.9292173385620117
560000,16898747,135189976,56000,,,,,0.0030970966909080744,1000.0,381.0,361.0,28.0,2443.999604693219,31.5108,0.16536724,5827.0,4160.0,13.0,77.0,15.0,545.0,418.0,1009.0,973.0,1460.0,1448.0,0.19480519480519481,0.7669724770642202,0.9643211100099108,0.9917808219178083,78830.0,72011.0,8881.0,341.0,238.0,4832.0,175.0,6.0,28.0,51.0,28.0,19.0,21.0,120.0,279.0,35.0,92.0,377.0,807.0,2115.0,5586.0,436.0,1235.84375,3454.5,6811.9375,9268.0,9518.0,4.125,18.958333333333332,79.75,962.625,436.0,1.3525460958480835,1.9685823917388916,2.7383320331573486
570000,17213855,137710840,57000,,,,,0.0030221324414014816,1000.0,389.0,388.0,47.0,2460.8355579593567,31.7459,0.23517545,5410.0,4581.0,9.0,70.0,15.0,472.0,363.0,834.0,799.0,1225.0,1213.0,0.21428571428571427,0.7690677966101694,0.9580335731414868,0.990204081632653,65723.0,60193.0,8750.0,358.0,308.0,5505.0,244.0,5.0,18.0,40.0,23.0,4.0,14.0,90.0,195.0,16.0,71.0,296.0,766.0,1425.0,6415.0,622.0,1047.75,3384.1666666666665,7432.4375,9261.75,9698.0,2.8125,13.125,70.8125,980.0,622.0,1.0873336791992188,1.782151222229004,2.601280927658081
580000,17531314,140250512,58000,,,,,0.0030930794309824705,1000.0,387.0,343.0,35.0,2488.6369349022934,31.0415,0.19999529,5626.0,4355.0,19.0,77.0,15.0,365.0,278.0,771.0,741.0,1186.0,1179.0,0.19480519480519481,0.7616438356164383,0.9610894941634242,0.9940978077571669,73760.0,67547.0,8594.0,367.0,312.0,4918.0,237.0,9.0,16.0,30.0,25.0,15.0,7.0,88.0,179.0,18.0,62.0,305.0,614.0,2336.0,5834.0,462.0,1123.0,3392.25,6939.0625,9071.875,9465.0,2.96875,12.166666666666666,61.3125,1021.25,462.0,1.202851414680481,1.7697306871414185,2.5743370056152344
590000,17841729,142733832,59000,,,,,0.0030765519477427006,1000.0,383.0,322.0,31.0,2420.9020719789214,31.9524,0.18374571999999997,6117.0,3864.0,19.0,74.0,15.0,498.0,379.0,1018.0,978.0,1522.0,1505.0,0.20270270270270271,0.7610441767068273,0.9607072691552063,0.9888304862023654,77306.0,70437.0,9019.0,391.0,464.0,4778.0,268.0,9.0,23.0,35.0,22.0,10.0,15.0,72.0,153.0,14.0,98.0,315.0,822.0,2176.0,5901.0,335.0,1088.96875,3593.1666666666665,7154.875,9300.875,9556.0,3.09375,10.583333333333334,77.1875,1009.625,335.0,1.1865959167480469,1.8836171627044678,2.711186408996582
600000,18161253,145290024,60000,,,,,0.0029828648548573256,1000.0,351.0,292.0,31.0,2422.8847752775932,32.45,0.24095637,5779.0,4204.0,17.0,72.0,15.0,451.0,333.0,891.0,857.0,1387.0,1377.0,0.20833333333333334,0.738359201773836,0.9618406285072951,0.992790194664744,80161.0,73271.0,9344.0,437.0,252.0,5183.0,226.0,9.0,19.0,43.0,11.0,10.0,8.0,76.0,135.0,19.0,54.0,282.0,752.0,2148.0,6098.0,336.0,1188.5625,3730.5416666666665,7005.5625,9421.875,9469.0,2.875,9.916666666666666,68.0,1030.75,336.0,1.3057055473327637,1.9574289321899414,2.77388334274292
610000,18485753,147886024,61000,,,,,0.0031031849794089794,1000.0,368.0,325.0,53.0,2474.5391466268884,31.9803,0.16248926000000002,5693.0,4293.0,14.0,74.0,15.0,405.0,305.0,850.0,823.0,1248.0,1243.0,0.20270270270270271,0.7530864197530864,0.9682352941176471,0.9959935897435898,75995.0,69418.0,8655.0,359.0,268.0,5368.0,283.0,2.0,16.0,27.0,13.0,9.0,10.0,74.0,157.0,14.0,78.0,284.0,720.0,1958.0,6278.0,360.0,1161.375,3573.2916666666665,7064.5,9286.25,9558.0,2.09375,10.625,67.625,1029.5,360.0,1.3036280870437622,1.8774712085723877,2.704025983810425
620000,18805556,150444448,62000,,,,,0.003064034041017294,1000.0,408.0,342.0,52.0,2525.5299411370693,28.7877,0.23335146,5611.0,4379.0,10.0,75.0,15.0,388.0,283.0,804.0,770.0,1286.0,1275.0,0.2,0.729381443298969,0.9577114427860697,0.9914463452566097,63556.0,57703.0,7955.0,493.0,335.0,4253.0,244.0,5.0,19.0,15.0,13.0,6.0,5.0,57.0,165.0,12.0,56.0,263.0,794.0,2862.0,5325.0,403.0,921.09375,2997.375,6549.375,9034.25,9401.0,1.8125,9.958333333333334,69.5625,1023.375,403.0,1.1999067068099976,1.7762484550476074,2.515376329421997
630000,19093433,152747464,63000,,,,,0.003036017529666424,1000.0,432.0,351.0,42.0,2612.8647096766194,32.0912,0.24872662,6029.0,3952.0,19.0,72.0,15.0,375.0,279.0,757.0,717.0,1157.0,1143.0,0.20833333333333334,0.744,0.9471598414795245,0.9878997407087294,76351.0,69895.0,8865.0,493.0,502.0,4142.0,200.0,8.0,19.0,19.0,11.0,2.0,9.0,46.0,143.0,9.0,46.0,213.0,862.0,2877.0,5337.0,399.0,1076.78125,3804.9166666666665,7057.625,9078.625,9586.0,1.84375,8.625,70.0625,1026.75,399.0,1.0170512199401855,1.619187831878662,2.48083758354187
640000,19414345,155314760,64000,,,,,0.003058571368455887,1000.0,387.0,351.0,72.0,2557.8787855798064,31.2873,0.22106562,6888.0,3095.0,17.0,71.0,15.0,358.0,262.0,729.0,692.0,1078.0,1069.0,0.2112676056338028,0.7318435754189944,0.9492455418381345,0.9916512059369202,72121.0,66008.0,8579.0,595.0,401.0,4766.0,149.0,16.0,17.0,16.0,15.0,7.0,5.0,47.0,158.0,7.0,82.0,211.0,908.0,1831.0,5911.0,769.0,1053.875,3619.5833333333335,6883.5625,9076.625,9529.0,2.21875,9.041666666666666,75.0625,967.75,769.0,1.1081452369689941,1.7451039552688599,2.5283453464508057
650000,19727218,157817744,65000,,,,,0.0029813756700605154,1000.0,396.0,337.0,43.0,2548.284588010903,31.6134,0.23059870000000002,6370.0,3612.0,18.0,69.0,15.0,380.0,289.0,741.0,708.0,1126.0,1117.0,0.21739130434782608,0.7605263157894737,0.9554655870445344,0.9920071047957372,74053.0,67490.0,8940.0,478.0,558.0,4086.0,295.0,8.0,11.0,24.0,10.0,5.0,11.0,55.0,110.0,14.0,36.0,210.0,933.0,2664.0,5417.0,492.0,1040.375,3686.5416666666665,7047.4375,8982.25,9748.0,1.8125,7.916666666666667,73.6875,1010.125,492.0,1.0972081422805786,1.7718443870544434,2.5945751667022705
660000,20043352,160346816,66000,,,,,0.0029644325841218233,1000.0,414.0,338.0,54.0,2602.2663741484635,32.5318,0.24169047000000002,6243.0,3744.0,13.0,63.0,15.0,305.0,230.0,684.0,644.0,1060.0,1041.0,0.23809523809523808,0.7540983606557377,0.9415204678362573,0.9820754716981132,74476.0,68333.0,9000.0,501.0,493.0,5365.0,275.0,6.0,10.0,8.0,19.0,5.0,6.0,45.0,107.0,8.0,55.0,192.0,849.0,1732.0,6634.0,324.0,1165.25,3826.8333333333335,6987.0625,9334.375,9718.0,1.5,6.916666666666667,68.5,1045.75,324.0,0.9996445775032043,1.6525020599365234,2.4628055095672607
670000,20368670,162949360,67000,,,,,0.0029268846847116947,1000.0,375.0,359.0,55.0,2549.8401896457817,32.8059,0.23618932,6816.0,3145.0,39.0,59.0,15.0,327.0,244.0,687.0,645.0,1136.0,1122.0,0.2542372881355932,0.746177370030581,0.9388646288209607,0.9876760563380281,74959.0,68634.0,8767.0,482.0,487.0,5286.0,177.0,6.0,10.0,11.0,15.0,3.0,2.0,39.0,71.0,4.0,52.0,208.0,908.0,1895.0,6432.0,344.0,1145.8125,3891.0,7229.4375,9088.125,9633.0,1.40625,4.833333333333333,73.0,1040.875,344.0,1.1058050394058228,1.5435538291931152,2.341214656829834
680000,20696729,165573832,68000,,,,,0.0030789414886385202,1000.0,412.0,340.0,54.0,2653.443422073585,30.9949,0.22298714,6755.0,3219.0,26.0,65.0,15.0,443.0,305.0,859.0,806.0,1262.0,1248.0,0.23076923076923078,0.6884875846501128,0.9383003492433062,0.9889064976228209,69419.0,63412.0,8533.0,491.0,460.0,5458.0,212.0,2.0,10.0,21.0,13.0,6.0,2.0,38.0,85.0,13.0,47.0,186.0,808.0,1595.0,6621.0,553.0,968.90625,3606.8333333333335,6884.75,9076.75,9610.0,1.625,5.75,65.0625,1027.0,553.0,1.1694825887680054,1.6265686750411987,2.40254282951355
690000,21006678,168053424,69000,,,,,0.0029278367292135954,1000.0,409.0,342.0,51.0,2650.6673874842513,28.4587,0.26809463,7391.0,2595.0,14.0,64.0,15.0,342.0,253.0,693.0,660.0,1107.0,1099.0,0.234375,0.7397660818713451,0.9523809523809523,0.992773261065944,56366.0,51474.0,7381.0,566.0,435.0,5014.0,141.0,5.0,10.0,10.0,9.0,4.0,3.0,25.0,64.0,7.0,35.0,264.0,983.0,2050.0,6156.0,375.0,782.625,3049.25,6436.5,9225.125,9576.0,1.1875,4.125,80.125,1025.75,375.0,1.0804184675216675,1.6257295608520508,2.448638439178467
700000,21291265,170330120,70000,,,,,0.0029418207705020905,1000.0,385.0,314.0,61.0,2583.3213325291845,31.11,0.23737303999999995,6762.0,3210.0,28.0,54.0,15.0,289.0,214.0,589.0,564.0,938.0,936.0,0.2777777777777778,0.740484429065744,0.9575551782682513,0.997867803837953,63907.0,58796.0,7671.0,499.0,433.0,5918.0,114.0,2.0,3.0,5.0,6.0,6.0,3.0,37.0,62.0,4.0,21.0,151.0,710.0,1672.0,6964.0,354.0,987.46875,3560.5833333333335,7018.3125,9021.375,9583.0,0.6875,4.416666666666667,55.125,1079.5,354.0,1.1472963094711304,1.6080143451690674,2.4324679374694824
710000,21602365,172818920,71000,,,,,0.002907845191657543,1000.0,406.0,364.0,52.0,2670.258169272509,27.0757,0.22862569,7965.0,2017.0,18.0,55.0,15.0,327.0,233.0,670.0,643.0,1037.0,1027.0,0.2727272727272727,0.7125382262996942,0.9597014925373134,0.9903567984570878,52522.0,48049.0,5966.0,652.0,452.0,5915.0,214.0,3.0,4.0,7.0,9.0,5.0,5.0,38.0,67.0,7.0,27.0,265.0,563.0,1328.0,7233.0,439.0,674.28125,2700.25,6482.375,8898.625,9467.0,0.875,4.875,53.4375,1070.125,439.0,1.049941062927246,1.6704922914505005,2.4763643741607666
720000,21873122,174984976,72000,,,,,0.002887563779950142,1000.0,399.0,326.0,50.0,2668.3422712308006,30.6502,0.22662554999999998,6886.0,3100.0,14.0,58.0,15.0,281.0,205.0,560.0,533.0,931.0,925.0,0.25862068965517243,0.7295373665480427,0.9517857142857142,0.9935553168635876,64327.0,59282.0,8267.0,685.0,540.0,5652.0,118.0,2.0,11.0,5.0,5.0,1.0,4.0,28.0,54.0,8.0,26.0,174.0,495.0,1908.0,6995.0,284.0,1023.375,3537.4583333333335,6679.875,9050.5,9573.0,0.75,3.9166666666666665,43.4375,1112.875,284.0,1.0993369817733765,1.6019654273986816,2.397780179977417
730000,22179624,177436992,73000,,,,,0.0031769294291734695,1000.0,382.0,318.0,85.0,2674.0502736736717,30.4765,0.30196491000000003,7338.0,2641.0,21.0,56.0,15.0,253.0,183.0,558.0,525.0,920.0,910.0,0.26785714285714285,0.7233201581027668,0.9408602150537635,0.9891304347826086,58103.0,53102.0,8299.0,801.0,495.0,5682.0,173.0,1.0,6.0,1.0,9.0,5.0,3.0,20.0,61.0,10.0,18.0,108.0,537.0,1683.0,7151.0,387.0,935.0625,3537.3333333333335,6589.5,9365.375,9592.0,0.6875,3.9166666666666665,41.4375,1104.25,387.0,1.009196162223816,1.55355703830719,2.4320147037506104
740000,22484389,179875112,74000,,,,,0.0029276199638843536,1000.0,365.0,327.0,63.0,2596.4905606333455,29.8787,0.25324013000000006,7310.0,2673.0,17.0,56.0,15.0,273.0,213.0,549.0,531.0,867.0,863.0,0.26785714285714285,0.7802197802197802,0.9672131147540983,0.9953863898500577,59329.0,54184.0,8040.0,694.0,503.0,6066.0,141.0,2.0,7.0,6.0,10.0,4.0,3.0,25.0,66.0,7.0,24.0,166.0,475.0,1408.0,7404.0,393.0,871.3125,3417.7916666666665,6667.3125,9071.75,9627.0,0.90625,4.208333333333333,41.5625,1101.5,393.0,1.2440764904022217,1.7571990489959717,2.5727062225341797
750000,22783176,182265408,75000,,,,,0.002841539913788438,1000.0,396.0,378.0,99.0,2773.744930305375,31.9721,0.2654051,6619.0,3343.0,38.0,52.0,15.0,284.0,207.0,555.0,519.0,866.0,856.0,0.28846153846153844,0.7288732394366197,0.9351351351351351,0.9884526558891455,69128.0,62941.0,8927.0,804.0,525.0,5969.0,168.0,2.0,5.0,5.0,3.0,3.0,5.0,20.0,66.0,2.0,10.0,159.0,589.0,1203.0,7466.0,462.0,1080.9375,3801.7083333333335,6936.0,9148.375,9727.0,0.5625,3.875,47.375,1083.625,462.0,0.8899404406547546,1.4086445569992065,2.2460343837738037
760000,23102897,184823176,76000,,,,,0.002984503051266074,1000.0,369.0,335.0,61.0,2675.684872090258,30.939,0.25299805999999997,7116.0,2862.0,22.0,47.0,14.0,261.0,196.0,490.0,467.0,752.0,745.0,0.2978723404255319,0.7509578544061303,0.9530612244897959,0.9906914893617021,63095.0,57623.0,8431.0,746.0,535.0,6184.0,109.0,3.0,5.0,7.0,2.0,0.0,4.0,22.0,46.0,4.0,19.0,148.0,513.0,1232.0,7574.0,421.0,916.0,3510.0416666666665,7004.3125,9249.0,9776.0,0.53125,3.1666666666666665,42.5,1100.75,421.0,1.0164579153060913,1.690547227859497,2.5182008743286133
770000,23412287,187298296,77000,,,,,0.0028802556917071342,1000.0,393.0,312.0,57.0,2679.282957657769,31.3645,0.29074305999999994,6901.0,3069.0,30.0,52.0,15.0,249.0,184.0,499.0,482.0,797.0,794.0,0.28846153846153844,0.7389558232931727,0.9659318637274549,0.9962358845671268,65149.0,59330.0,8545.0,1056.0,525.0,6004.0,118.0,3.0,5.0,3.0,1.0,3.0,2.0,17.0,63.0,3.0,10.0,124.0,531.0,1110.0,7703.0,422.0,1089.59375,3543.5833333333335,6903.8125,9194.125,9718.0,0.46875,3.5416666666666665,41.5625,1101.625,422.0,0.9905473589897156,1.567213773727417,2.392641305923462
780000,23725932,189807456,78000,,,,,0.0029211658984422684,1000.0,402.0,321.0,97.0,2743.8328638682133,27.6933,0.30485261,7682.0,2293.0,25.0,52.0,15.0,302.0,210.0,562.0,535.0,887.0,878.0,0.28846153846153844,0.695364238410596,0.9519572953736655,0.9898534385569335,53611.0,48931.0,6332.0,905.0,621.0,6231.0,160.0,4.0,6.0,3.0,8.0,2.0,1.0,34.0,45.0,4.0,15.0,151.0,476.0,996.0,7917.0,338.0,881.125,3023.375,5978.625,8888.0,9414.0,0.71875,3.5,40.125,1114.125,338.0,0.9925355911254883,1.6057592630386353,2.4610681533813477
790000,24002865,192022920,79000,,,,,0.002932993695139885,1000.0,417.0,306.0,95.0,2738.734980287663,27.7018,0.31754966,6943.0,3034.0,23.0,57.0,15.0,252.0,186.0,511.0,484.0,798.0,786.0,0.2631578947368421,0.7380952380952381,0.9471624266144814,0.9849624060150376,52548.0,48061.0,6123.0,1063.0,678.0,6039.0,136.0,3.0,10.0,4.0,5.0,2.0,3.0,18.0,30.0,5.0,10.0,103.0,357.0,1140.0,7916.0,394.0,892.875,3046.5,5803.875,9081.75,9814.0,0.75,2.3333333333333335,29.375,1132.0,394.0,1.0247119665145874,1.532109260559082,2.3231201171875
800000,24279883,194239064,80000,,,,,0.002866195747628808,1000.0,379.0,342.0,85.0,2752.900086963328,28.8977,0.29002647,7004.0,2975.0,21.0,34.0,12.0,184.0,144.0,369.0,358.0,619.0,616.0,0.35294117647058826,0.782608695652174,0.9701897018970189,0.9951534733441034,52536.0,48354.0,6501.0,888.0,510.0,6911.0,75.0,0.0,0.0,2.0,0.0,1.0,2.0,18.0,15.0,1.0,9.0,95.0,241.0,911.0,8384.0,321.0,887.34375,3068.125,6546.3125,9049.125,9813.0,0.09375,1.5,21.5625,1161.875,321.0,0.9196217060089111,1.4276036024093628,2.1684987545013428
